,OneH_Tru,ThreeH_Tru,SixH_Tru,SevenH_Tru
ENSGACG00000022144,16836,15262,30799,26465
ENSGACG00000021780,47,31,40,59
ENSGACG00000002131,11945,9953,21347,18503
ENSGACG00000022725,22131,19431,40303,36385
ENSGACG00000002138,333,629,147,166
ENSGACG00000002146,8164,6987,11405,13519
ENSGACG00000002199,270,307,897,1050
ENSGACG00000002204,941,797,695,911
ENSGACG00000002225,1063,1013,1985,1894
ENSGACG00000002236,4,3,9,6
ENSGACG00000002243,29,43,83,60
ENSGACG00000002260,3463,3570,5296,6227
ENSGACG00000002279,41,210,154,96
ENSGACG00000021610,0,1,0,3
ENSGACG00000022053,3,4,3,11
ENSGACG00000021154,2,2,1,4
ENSGACG00000022042,2,0,3,3
ENSGACG00000022133,0,0,0,0
ENSGACG00000021157,0,5,6,7
ENSGACG00000021096,2,2,3,0
ENSGACG00000021630,1,1,4,5
ENSGACG00000002281,33,44,55,91
ENSGACG00000021191,4,1,3,4
ENSGACG00000021023,2,1,5,5
ENSGACG00000002288,449,678,1043,1260
ENSGACG00000002290,145,121,125,165
ENSGACG00000002295,46,34,67,165
ENSGACG00000002302,16,26,45,36
ENSGACG00000002332,41,52,344,258
ENSGACG00000002335,177,130,281,415
ENSGACG00000002338,3209,1538,5297,4490
ENSGACG00000002345,4,0,4,6
ENSGACG00000002351,372,364,576,644
ENSGACG00000002354,1552,1322,1963,2270
ENSGACG00000002377,21,33,45,161
ENSGACG00000002392,3,1,2,4
ENSGACG00000002004,24,20,39,65
ENSGACG00000002006,1522,1196,2070,2313
ENSGACG00000002013,35,16,44,47
ENSGACG00000002016,2529,1566,3319,3605
ENSGACG00000002021,10,9,19,32
ENSGACG00000002023,1471,1430,2975,2954
ENSGACG00000002027,21,10,21,16
ENSGACG00000002028,645,676,1895,1331
ENSGACG00000002038,5,0,6,8
ENSGACG00000002039,2010,2091,3578,3455
ENSGACG00000002045,420,436,552,595
ENSGACG00000002053,2900,2857,4901,4919
ENSGACG00000002058,6,5,5,12
ENSGACG00000002062,0,1,4,0
ENSGACG00000002063,1285,1069,1926,2209
ENSGACG00000002072,186,140,130,196
ENSGACG00000002077,1,0,2,3
ENSGACG00000002080,3527,2949,5831,6486
ENSGACG00000002084,6,8,10,4
ENSGACG00000002087,0,0,2,0
ENSGACG00000002088,48130,46951,97115,82718
ENSGACG00000002099,6577,4892,9067,11443
ENSGACG00000002117,4442,4926,9196,7963
ENSGACG00000002121,3019,2843,5305,5413
ENSGACG00000002126,2317,2685,5606,5622
ENSGACG00000002132,3994,3612,6337,6447
ENSGACG00000002136,3116,2960,5451,5006
ENSGACG00000002137,128,13,67,67
ENSGACG00000002148,786,642,1504,1584
ENSGACG00000002150,440,411,482,912
ENSGACG00000002160,54,23,43,81
ENSGACG00000002165,0,0,0,4
ENSGACG00000020968,0,0,0,0
ENSGACG00000021717,0,0,0,0
ENSGACG00000021183,0,0,0,0
ENSGACG00000021620,0,0,0,0
ENSGACG00000022720,0,0,0,0
ENSGACG00000002169,13,2,43,0
ENSGACG00000002171,16,7,18,19
ENSGACG00000022875,1,0,1,0
ENSGACG00000000067,54,43,109,62
ENSGACG00000000071,36,26,40,34
ENSGACG00000000074,1468,1282,2324,2491
ENSGACG00000000080,303,262,517,639
ENSGACG00000000083,503,331,699,686
ENSGACG00000000085,5128,4096,6291,7344
ENSGACG00000000088,22,9,16,32
ENSGACG00000000091,57,18,25,29
ENSGACG00000000092,413,376,715,727
ENSGACG00000000093,232,215,314,274
ENSGACG00000000094,1062,602,2380,1503
ENSGACG00000021299,0,0,0,0
ENSGACG00000000096,775,682,953,1287
ENSGACG00000000099,11,5,8,7
ENSGACG00000000103,4657,3785,7564,7958
ENSGACG00000000107,1084,747,1609,2432
ENSGACG00000000110,1093,444,999,976
ENSGACG00000000112,647,152,508,585
ENSGACG00000000113,1178,563,2026,1509
ENSGACG00000000116,7886,2703,665,1916
ENSGACG00000000117,283,156,689,620
ENSGACG00000000118,1117,582,1832,1442
ENSGACG00000000122,36344,16313,25810,23416
ENSGACG00000000125,254,119,357,437
ENSGACG00000000127,921,402,1092,896
ENSGACG00000000128,981,178,728,716
ENSGACG00000000129,1249,640,2169,2734
ENSGACG00000000130,918,453,1123,920
ENSGACG00000000131,640,177,543,772
ENSGACG00000000133,1193,560,1730,1469
ENSGACG00000000134,395,220,557,514
ENSGACG00000000135,1004,193,727,724
ENSGACG00000000137,644,416,1200,1675
ENSGACG00000000138,1023,515,1434,1186
ENSGACG00000000139,836,258,834,809
ENSGACG00000000140,1165,736,2256,1607
ENSGACG00000000141,5575,2741,2076,2796
ENSGACG00000000142,1271,255,799,746
ENSGACG00000000143,1278,1159,2016,2009
ENSGACG00000000144,1079,453,1127,1031
ENSGACG00000000145,753,177,731,766
ENSGACG00000000146,921,494,1384,1511
ENSGACG00000000147,1049,634,1264,1658
ENSGACG00000000148,1588,868,1743,1303
ENSGACG00000000149,857,227,993,934
ENSGACG00000000150,1079,457,1367,1135
ENSGACG00000000151,8517,2979,3480,3076
ENSGACG00000000152,276,141,419,465
ENSGACG00000013419,20,32,52,25
ENSGACG00000013422,1937,2160,4737,4220
ENSGACG00000013432,1717,1806,3286,3065
ENSGACG00000013439,5,8,16,10
ENSGACG00000013451,0,0,0,4
ENSGACG00000013453,215,82,863,1019
ENSGACG00000013466,180,95,269,313
ENSGACG00000013474,37,20,58,6
ENSGACG00000013475,0,0,0,0
ENSGACG00000022839,0,0,0,0
ENSGACG00000000551,10,6,6,9
ENSGACG00000000554,38,30,11,63
ENSGACG00000000556,13,2,4,17
ENSGACG00000000558,2,0,2,2
ENSGACG00000000564,415,308,318,594
ENSGACG00000000573,1579,1306,2525,2541
ENSGACG00000000579,2,1,1,2
ENSGACG00000000582,21,10,30,9
ENSGACG00000000588,8,4,11,15
ENSGACG00000000591,4,0,0,61
ENSGACG00000000593,8,0,3,9
ENSGACG00000000594,24,16,14,26
ENSGACG00000015086,46,64,82,163
ENSGACG00000015092,321,340,420,593
ENSGACG00000015099,0,0,240,147
ENSGACG00000015102,139,140,69,93
ENSGACG00000015104,720,813,1439,1699
ENSGACG00000015110,0,0,31,18
ENSGACG00000015114,4,0,5,0
ENSGACG00000015119,38,58,80,135
ENSGACG00000015121,88,68,108,187
ENSGACG00000015123,370,172,254,289
ENSGACG00000015125,91,201,531,576
ENSGACG00000015129,8,7,6,14
ENSGACG00000015138,28,12,13,17
ENSGACG00000015141,481,430,710,847
ENSGACG00000015148,12,2,5,2
ENSGACG00000015155,2,0,0,0
ENSGACG00000015157,9,4,12,11
ENSGACG00000015170,230,170,288,359
ENSGACG00000015173,57,45,72,48
ENSGACG00000015176,396,341,483,521
ENSGACG00000015178,240,198,72,208
ENSGACG00000015205,202,144,301,401
ENSGACG00000015209,3062,2891,4720,4894
ENSGACG00000015220,199,142,323,296
ENSGACG00000015221,186,182,306,277
ENSGACG00000015224,632,569,1078,800
ENSGACG00000015226,0,0,0,0
ENSGACG00000015232,1300,1066,1959,2239
ENSGACG00000015239,17827,11519,24190,27796
ENSGACG00000015245,64914,58093,124711,110181
ENSGACG00000022437,41,28,24,35
ENSGACG00000022448,13,8,11,11
ENSGACG00000022633,7,3,3,11
ENSGACG00000015248,115,107,291,320
ENSGACG00000015249,3548,2850,4255,6531
ENSGACG00000000235,5579,4731,9744,9421
ENSGACG00000000243,20,9,10,4
ENSGACG00000000244,9,10,7,8
ENSGACG00000000250,2465,2154,3543,3772
ENSGACG00000000255,1462,1391,2879,2715
ENSGACG00000000257,2050,2163,2914,3015
ENSGACG00000000259,0,0,0,0
ENSGACG00000000260,1970,1765,2763,4192
ENSGACG00000000264,61,51,70,122
ENSGACG00000000265,683,649,1288,1509
ENSGACG00000000269,478,352,721,1204
ENSGACG00000000271,123,68,125,190
ENSGACG00000000272,20,10,4,79
ENSGACG00000000274,150,151,284,347
ENSGACG00000000289,94,95,255,198
ENSGACG00000000291,2890,2751,5627,5128
ENSGACG00000000294,313,269,285,504
ENSGACG00000000299,21,25,27,19
ENSGACG00000000300,0,0,0,0
ENSGACG00000000301,2,6,4,11
ENSGACG00000000305,0,0,0,0
ENSGACG00000000306,1743,1521,2042,2710
ENSGACG00000000310,596,493,1139,1264
ENSGACG00000000311,1252,996,1481,1643
ENSGACG00000000317,65,59,53,50
ENSGACG00000014876,8050,8106,16082,14739
ENSGACG00000014894,0,0,0,0
ENSGACG00000014896,229,151,133,212
ENSGACG00000014899,5498,6501,10934,11349
ENSGACG00000014904,1044,987,1620,2298
ENSGACG00000014913,19,24,16,42
ENSGACG00000014916,211,169,194,356
ENSGACG00000014923,13,24,0,11
ENSGACG00000014928,4198,2496,5397,6231
ENSGACG00000014939,2083,1758,3107,3770
ENSGACG00000014945,3,4,13,10
ENSGACG00000014953,0,0,0,0
ENSGACG00000014955,0,5,2,0
ENSGACG00000014958,0,0,0,2
ENSGACG00000014962,1840,1854,4423,4083
ENSGACG00000014965,30796,27915,54130,58396
ENSGACG00000014974,128,125,223,274
ENSGACG00000014984,37,28,34,37
ENSGACG00000014986,14,10,77,20
ENSGACG00000014988,2070,1647,2674,2679
ENSGACG00000014992,84,129,1057,527
ENSGACG00000014995,0,0,105,15
ENSGACG00000014998,392,292,712,615
ENSGACG00000015002,30,44,41,78
ENSGACG00000015016,873,840,1500,1484
ENSGACG00000015020,720,545,1443,1432
ENSGACG00000015031,346,298,553,683
ENSGACG00000015033,1329,1079,3047,2003
ENSGACG00000015036,260,138,236,414
ENSGACG00000015043,878,939,1804,1409
ENSGACG00000015048,66,84,98,68
ENSGACG00000015055,575,390,600,820
ENSGACG00000015057,93,77,139,169
ENSGACG00000015060,118,70,74,92
ENSGACG00000015071,248,172,240,326
ENSGACG00000015074,1383,990,1807,2055
ENSGACG00000015083,157,142,250,265
ENSGACG00000014588,941,868,1617,1700
ENSGACG00000014589,10,10,38,34
ENSGACG00000014593,4,2,6,2
ENSGACG00000014594,17,9,14,20
ENSGACG00000014597,1925,1493,2560,3102
ENSGACG00000014607,691,652,910,1242
ENSGACG00000014620,4,0,3,8
ENSGACG00000014625,93,73,97,159
ENSGACG00000014633,0,10,7,2
ENSGACG00000014640,3592,3649,7254,8356
ENSGACG00000014648,0,2,4,0
ENSGACG00000014652,0,4,14,4
ENSGACG00000021736,8,3,13,5
ENSGACG00000000426,0,0,4,3
ENSGACG00000022161,22,9,36,29
ENSGACG00000000427,2,0,0,0
ENSGACG00000022855,1884,1850,3814,3014
ENSGACG00000021021,0,0,0,0
ENSGACG00000021988,0,0,0,0
ENSGACG00000022742,0,0,0,0
ENSGACG00000000428,47,32,83,60
ENSGACG00000000429,248,135,360,150
ENSGACG00000000430,71,73,71,132
ENSGACG00000000432,71,73,71,132
ENSGACG00000000434,656,536,979,1183
ENSGACG00000000445,2552,2368,4501,4167
ENSGACG00000000448,18840,16595,28348,29026
ENSGACG00000000458,830,884,1500,1317
ENSGACG00000000462,0,0,0,0
ENSGACG00000000468,134,172,416,400
ENSGACG00000000469,5680,5102,10738,10917
ENSGACG00000000474,89942,88621,177262,145543
ENSGACG00000022763,75,78,139,132
ENSGACG00000000484,12,35,51,65
ENSGACG00000000485,27,33,43,62
ENSGACG00000021267,0,2,0,0
ENSGACG00000021523,0,0,1,0
ENSGACG00000000490,1112,932,1903,1886
ENSGACG00000000491,960,1080,2785,2416
ENSGACG00000000496,266,306,717,637
ENSGACG00000000500,1938,1815,2815,2986
ENSGACG00000000503,1312,1143,2199,2245
ENSGACG00000000506,22,5,2,7
ENSGACG00000020130,995,949,1338,2045
ENSGACG00000020131,9,5,6,3
ENSGACG00000020132,56,22,29,87
ENSGACG00000020134,1123,954,1605,1613
ENSGACG00000020136,0,0,0,0
ENSGACG00000020137,2292,1545,3106,2962
ENSGACG00000020138,930,941,1823,1729
ENSGACG00000020140,335,304,443,388
ENSGACG00000020142,257,231,467,340
ENSGACG00000020143,46,16,22,45
ENSGACG00000020144,652,329,740,927
ENSGACG00000020146,2,0,0,0
ENSGACG00000020147,11,14,6,15
ENSGACG00000020148,1,1,0,6
ENSGACG00000020149,18,17,47,19
ENSGACG00000020150,3,16,15,13
ENSGACG00000000006,215,109,231,338
ENSGACG00000000007,2,2,5,25
ENSGACG00000000008,91,61,108,44
ENSGACG00000000009,7569,4952,9712,13001
ENSGACG00000000010,597,617,1009,1331
ENSGACG00000000011,2003,1989,3225,2944
ENSGACG00000022531,13,2,4,9
ENSGACG00000000012,2148,1535,1978,3099
ENSGACG00000000013,2412,2401,3964,4190
ENSGACG00000000014,76,176,347,284
ENSGACG00000000015,431,242,749,646
ENSGACG00000000016,7331,6643,12003,12633
ENSGACG00000000017,822,738,1445,1619
ENSGACG00000000018,960,822,1103,1091
ENSGACG00000000019,6,2,4,2
ENSGACG00000000020,0,0,0,2
ENSGACG00000000021,0,0,2,0
ENSGACG00000000022,41,37,65,178
ENSGACG00000000023,4,3,9,13
ENSGACG00000000024,3340,3383,6387,6100
ENSGACG00000000025,2381,1982,4196,4017
ENSGACG00000000027,9175,7253,13108,15116
ENSGACG00000000030,15,14,22,48
ENSGACG00000000031,27,20,44,51
ENSGACG00000000033,1509,1551,2596,2209
ENSGACG00000000035,2457,2186,3372,3258
ENSGACG00000000037,1205,973,1507,1891
ENSGACG00000000039,117,99,187,229
ENSGACG00000011201,451,229,535,529
ENSGACG00000011205,25,11,13,23
ENSGACG00000011210,703,650,848,973
ENSGACG00000011214,293,232,227,332
ENSGACG00000011216,1234,1105,1632,1748
ENSGACG00000011218,385,449,547,557
ENSGACG00000011221,56,19,27,21
ENSGACG00000011222,162,34,16,10
ENSGACG00000011224,118,162,443,229
ENSGACG00000011226,440,287,473,627
ENSGACG00000011229,20,4,16,27
ENSGACG00000011232,0,0,0,0
ENSGACG00000011234,425,186,146,182
ENSGACG00000011237,79,38,14,2
ENSGACG00000011242,31,30,35,45
ENSGACG00000000565,64,69,107,72
ENSGACG00000000567,197,97,142,125
ENSGACG00000000570,6977,6090,12736,10724
ENSGACG00000000578,536,451,766,729
ENSGACG00000000581,1764,1677,2651,2306
ENSGACG00000000586,1618,1062,2199,2392
ENSGACG00000000589,3470,2278,4112,4911
ENSGACG00000000590,96081,96765,197260,152298
ENSGACG00000022752,44,18,44,56
ENSGACG00000022852,38,23,64,48
ENSGACG00000000596,23,4,16,29
ENSGACG00000000597,4355,2390,5539,6653
ENSGACG00000000598,993,994,1508,1519
ENSGACG00000000607,1397,1295,1977,2053
ENSGACG00000000611,0,1,2,8
ENSGACG00000000613,1216,1153,1947,1973
ENSGACG00000000616,2304,2549,4588,4467
ENSGACG00000000619,70,102,190,212
ENSGACG00000000623,42,37,26,78
ENSGACG00000000634,116,82,212,128
ENSGACG00000000635,278,279,458,606
ENSGACG00000000636,4195,4073,10024,8734
ENSGACG00000000639,299,267,697,707
ENSGACG00000000640,15,5,9,5
ENSGACG00000000642,761,443,730,943
ENSGACG00000000650,8,0,6,16
ENSGACG00000000652,6,4,0,15
ENSGACG00000000654,2121,1925,4067,3817
ENSGACG00000000655,23,32,44,47
ENSGACG00000000657,1,0,2,0
ENSGACG00000000658,5,6,6,12
ENSGACG00000000660,78,81,55,111
ENSGACG00000000662,14,24,19,22
ENSGACG00000000668,6,2,18,23
ENSGACG00000000673,661,1046,2075,2266
ENSGACG00000000675,85147,102625,209508,187578
ENSGACG00000000683,2188,2229,4195,3991
ENSGACG00000000684,5806,5808,9739,9335
ENSGACG00000000686,2291,1914,3309,3661
ENSGACG00000000688,729,583,924,1090
ENSGACG00000000689,587,541,921,802
ENSGACG00000000693,32,26,40,52
ENSGACG00000000695,4293,4085,8156,7217
ENSGACG00000000699,5976,5101,9837,9493
ENSGACG00000022154,0,0,0,0
ENSGACG00000000716,4,4,12,10
ENSGACG00000021724,287,187,462,367
ENSGACG00000000620,12118,10547,21628,18943
ENSGACG00000021025,545,304,323,355
ENSGACG00000000621,14,30,28,30
ENSGACG00000021704,5,11,5,3
ENSGACG00000022797,10799,9283,10870,15458
ENSGACG00000022146,23337,20871,40925,35811
ENSGACG00000022063,663,394,449,517
ENSGACG00000000622,9,19,34,14
ENSGACG00000000624,0,0,0,0
ENSGACG00000000626,59,56,75,62
ENSGACG00000000628,206,217,385,453
ENSGACG00000000631,11,1,28,12
ENSGACG00000000637,4011,3066,5379,6062
ENSGACG00000000647,1,0,58,46
ENSGACG00000000648,4892,4000,9261,9119
ENSGACG00000000651,8365,9075,17921,18378
ENSGACG00000000076,0,0,0,0
ENSGACG00000000077,0,0,0,0
ENSGACG00000000078,555,523,825,1076
ENSGACG00000000087,275,312,134,328
ENSGACG00000000098,521,481,524,831
ENSGACG00000000100,108,102,166,302
ENSGACG00000000102,346,115,224,278
ENSGACG00000000104,3416,3817,6604,8093
ENSGACG00000000105,38,42,41,58
ENSGACG00000000108,6,16,3,9
ENSGACG00000000111,5,6,4,5
ENSGACG00000000120,36,25,24,56
ENSGACG00000000058,179,558,707,434
ENSGACG00000000059,115,121,365,239
ENSGACG00000000060,808,745,1870,1478
ENSGACG00000000061,33307,21761,42361,47259
ENSGACG00000000062,421,433,691,635
ENSGACG00000000063,314,351,900,1198
ENSGACG00000000064,2899,2500,4574,5057
ENSGACG00000000065,275,336,634,1031
ENSGACG00000000066,0,0,0,0
ENSGACG00000000068,1,0,4,3
ENSGACG00000000069,1014,861,1165,1310
ENSGACG00000000070,1126,835,1686,1857
ENSGACG00000000075,346,233,306,542
ENSGACG00000000079,2956,2913,7134,5426
ENSGACG00000000081,4573,5034,6924,4968
ENSGACG00000000082,5216,5690,8552,5098
ENSGACG00000000084,189,213,385,449
ENSGACG00000000086,4048,3888,7272,6636
ENSGACG00000000089,53,37,76,83
ENSGACG00000000090,499,145,304,225
ENSGACG00000012440,3443,2578,4471,5419
ENSGACG00000012450,1392,1208,3074,2753
ENSGACG00000012452,6659,7662,13168,11104
ENSGACG00000012461,801,910,1567,1568
ENSGACG00000012463,391,357,388,621
ENSGACG00000012477,34,18,103,34
ENSGACG00000012495,4546,3079,7050,7304
ENSGACG00000012530,2,0,14,6
ENSGACG00000012531,215,162,224,346
ENSGACG00000022040,0,0,0,0
ENSGACG00000021881,0,0,0,1
ENSGACG00000021761,0,0,0,0
ENSGACG00000021732,0,0,0,0
ENSGACG00000021993,0,0,0,0
ENSGACG00000021185,0,0,0,0
ENSGACG00000022132,0,0,0,0
ENSGACG00000021924,0,0,0,0
ENSGACG00000021194,0,0,0,0
ENSGACG00000022056,0,0,0,0
ENSGACG00000021192,0,0,0,0
ENSGACG00000021574,0,0,0,0
ENSGACG00000021127,0,0,0,0
ENSGACG00000021887,0,0,0,0
ENSGACG00000021713,0,0,0,0
ENSGACG00000021059,0,0,0,0
ENSGACG00000021931,0,0,0,0
ENSGACG00000020992,0,0,0,0
ENSGACG00000021733,0,0,0,0
ENSGACG00000021686,0,0,0,0
ENSGACG00000022004,0,0,0,0
ENSGACG00000022093,0,0,0,0
ENSGACG00000021695,0,0,0,0
ENSGACG00000021835,0,0,0,0
ENSGACG00000021163,0,0,0,0
ENSGACG00000021875,0,0,0,0
ENSGACG00000021039,0,0,0,0
ENSGACG00000022060,0,0,0,0
ENSGACG00000012549,167,134,286,413
ENSGACG00000012553,243,236,403,431
ENSGACG00000012560,267,312,808,724
ENSGACG00000012565,2043,2339,4709,4695
ENSGACG00000012573,3673,3386,6058,5773
ENSGACG00000012591,16,2,6,7
ENSGACG00000012626,2567,2606,3762,5862
ENSGACG00000012655,6018,5796,10632,12681
ENSGACG00000012660,158,91,395,391
ENSGACG00000001067,89,49,29,17
ENSGACG00000001068,6813,6315,8324,10449
ENSGACG00000001071,64,50,90,129
ENSGACG00000001074,410,356,869,1103
ENSGACG00000001077,0,0,0,0
ENSGACG00000001079,87,52,167,157
ENSGACG00000001080,2442,2460,5041,4864
ENSGACG00000001086,595,354,555,624
ENSGACG00000001088,6028,3904,9868,9719
ENSGACG00000001095,2332,1940,3654,5498
ENSGACG00000001099,299,271,539,683
ENSGACG00000001102,136,121,332,288
ENSGACG00000001115,372,293,662,714
ENSGACG00000001116,473,397,748,780
ENSGACG00000001122,303,223,220,442
ENSGACG00000001126,673,593,977,1086
ENSGACG00000000455,259,197,190,154
ENSGACG00000000476,0,0,0,1
ENSGACG00000000478,2,6,0,8
ENSGACG00000000481,498,456,813,815
ENSGACG00000000488,460,437,659,569
ENSGACG00000000489,267,264,575,525
ENSGACG00000000492,797,740,937,1209
ENSGACG00000000495,1169,1027,1849,1621
ENSGACG00000000497,13,15,30,17
ENSGACG00000000499,299,359,479,479
ENSGACG00000000507,5,9,4,4
ENSGACG00000000510,215,150,303,359
ENSGACG00000000514,7850,8503,17878,15181
ENSGACG00000022886,327,119,299,348
ENSGACG00000022431,279,133,382,417
ENSGACG00000022385,35,21,50,88
ENSGACG00000022567,51,29,64,120
ENSGACG00000022353,43,16,63,77
ENSGACG00000022383,43,28,40,61
ENSGACG00000000529,6223,4396,8128,7953
ENSGACG00000000532,1056,1077,2240,1679
ENSGACG00000000538,243,217,400,338
ENSGACG00000000541,1374,1315,2985,2978
ENSGACG00000000543,8081,8060,14558,13853
ENSGACG00000001592,19,22,16,17
ENSGACG00000001594,3657,3631,7516,7923
ENSGACG00000001601,103,67,131,143
ENSGACG00000001606,308,407,818,637
ENSGACG00000001623,59,59,89,103
ENSGACG00000001636,0,0,2,2
ENSGACG00000001637,1317,1342,2420,2748
ENSGACG00000001686,190,160,222,264
ENSGACG00000022626,0,0,0,0
ENSGACG00000000233,16463,15936,30927,28938
ENSGACG00000000234,852,589,2106,1698
ENSGACG00000000239,16,3,4,15
ENSGACG00000000248,466,414,653,653
ENSGACG00000000249,119,136,167,209
ENSGACG00000000253,2095,2092,4066,3174
ENSGACG00000000262,1472,1136,2150,2549
ENSGACG00000000267,0,2,2,0
ENSGACG00000000270,6069,7970,15427,13165
ENSGACG00000000273,1322,1368,2695,2695
ENSGACG00000000278,40,30,56,31
ENSGACG00000000280,178,139,424,372
ENSGACG00000000281,7186,7073,11754,12575
ENSGACG00000000285,1,0,2,2
ENSGACG00000000286,2478,2757,6129,5343
ENSGACG00000000288,514,441,984,1026
ENSGACG00000000290,300,217,559,658
ENSGACG00000000293,423,339,593,631
ENSGACG00000000295,1138,594,1326,1525
ENSGACG00000000296,758,447,778,766
ENSGACG00000000297,168,71,225,368
ENSGACG00000014308,2,0,2,1
ENSGACG00000014310,1352,1507,2556,2702
ENSGACG00000014314,435,502,903,809
ENSGACG00000014336,1636,1148,3277,3249
ENSGACG00000014342,435,346,782,4834
ENSGACG00000014344,911,652,1342,1812
ENSGACG00000014356,4498,3523,6756,6572
ENSGACG00000014383,59,54,102,115
ENSGACG00000014387,253,212,265,474
ENSGACG00000021201,0,0,1,0
ENSGACG00000014395,903,716,1502,1463
ENSGACG00000014397,2492,2073,4197,3709
ENSGACG00000014399,2051,2142,3859,3308
ENSGACG00000014409,5050,2321,2918,3520
ENSGACG00000014425,1638,1498,2842,3454
ENSGACG00000014432,2,0,2,2
ENSGACG00000014438,334,420,734,692
ENSGACG00000014441,27,28,26,31
ENSGACG00000014446,0,0,0,0
ENSGACG00000014450,0,0,0,2
ENSGACG00000014451,122,64,74,172
ENSGACG00000014456,0,0,0,0
ENSGACG00000014458,521,585,1312,1204
ENSGACG00000014461,1582,1670,2913,3233
ENSGACG00000014466,475,899,1568,1596
ENSGACG00000014468,756,745,1953,971
ENSGACG00000014474,0,0,1,4
ENSGACG00000014477,0,6,1,2
ENSGACG00000014480,979,1315,1649,2185
ENSGACG00000014487,13675,14884,34436,30678
ENSGACG00000014492,2343958,3176914,4217467,3826254
ENSGACG00000014505,43,49,482,411
ENSGACG00000000995,60,57,93,105
ENSGACG00000000997,1522,2024,2813,2488
ENSGACG00000001000,4460,5485,7302,10675
ENSGACG00000001005,1747,1685,2981,3248
ENSGACG00000001014,8,2,6,1
ENSGACG00000001328,1269,1249,2535,2373
ENSGACG00000001331,2126,2236,4522,3665
ENSGACG00000001333,1366,919,1553,1365
ENSGACG00000001334,29,41,50,54
